X (um),Y (um),R (um),Theta (rad),Air Hole Radius (um),Air Hole Radius2 (um),air_hole_shape,Fiber Radius (um),Fiber Material,Distance Between Holes (um),fiber_core_radius(um),Wavelength (nm),Effective Index (neff_real),Effective mode area(um^2),Nonlinear coefficient(1/W/km),Dispersion (ps/nm/km),GVD(ps^2/km)
7.0,0.0,7.0,0.0,2.0,2.0,circle,18.0,GeO2,7.0,4.9999999999999996e-06,400.2769142377824,1.6349026822587431,46.16113460229124,7.447096220568256,-3103.326704333531,263.78339999621744
3.500000000000001,6.0621778264910695,7.0,1.0471975511965976,2.0,2.0,circle,,,,,403.5378259627338,1.6340485280526247,46.1705061616328,7.385418289501679,-3006.401599955692,259.7253682261502
-3.4999999999999982,6.06217782649107,6.999999999999999,2.0943951023931953,2.0,2.0,circle,,,,,406.85230502608283,1.6332046624804595,46.180030236928154,7.323741204028655,-2911.8926468743675,255.7100507058846
-7.0,8.572527594031471e-16,7.0,3.141592653589793,2.0,2.0,circle,,,,,410.22168229337956,1.6323709620519535,46.189710793891145,7.262064951089712,-2820.000383450887,251.75915189818343
-3.500000000000003,-6.062177826491069,7.000000000000001,-2.094395102393196,2.0,2.0,circle,,,,,413.6473330849735,1.6315473052883451,46.19955192649042,7.200389518807278,-2730.6536126369015,247.8711301724403
3.499999999999995,-6.062177826491073,7.0,-1.0471975511965985,2.0,2.0,circle,,,,,417.1306790477944,1.6307335726543277,46.20955786227096,7.138714896517939,-2643.782521770387,244.04441257622494
14.0,0.0,14.0,0.0,2.0,2.0,circle,,,,,420.6731901225102,1.6299296464906818,46.21973296793942,7.077041074806783,-2559.319671396821,240.2774872215612
10.500000000000002,6.0621778264910695,12.12435565298214,0.5235987755982988,2.0,2.0,circle,,,,,424.27638661178224,1.629135410947372,46.23008175522521,7.015368045544478,-2477.1994020161455,236.56885419088496
7.000000000000002,12.124355652982139,14.0,1.0471975511965976,2.0,2.0,circle,,,,,427.94184135572857,1.6283507519169906,46.24060888706504,6.953695801922465,-2397.360405058792,232.9172786175762
2.541098841762901e-15,12.124355652982139,12.124355652982139,1.5707963267948963,2.0,2.0,circle,,,,,431.6711820211379,1.627575556968438,46.25131918408471,6.892024338493215,-2319.738800924452,229.3211318824452
-6.9999999999999964,12.12435565298214,13.999999999999998,2.0943951023931953,2.0,2.0,circle,,,,,435.4660935114336,1.6268097152807008,46.2622176314445,6.830353651208456,-2244.2760498182606,225.7791546023963
-10.499999999999998,6.062177826491071,12.124355652982139,2.6179938779914944,2.0,2.0,circle,,,,,439.3283205048832,1.6260531175766157,46.273309386035976,6.768683737460591,-2170.91380971415,222.289965569028
-14.0,1.7145055188062942e-15,14.0,3.141592653589793,2.0,2.0,circle,,,,,443.25967012908797,1.6253056560564765,46.284599784066494,6.70701459612529,-2099.5965073365146,218.85232080255196
-10.500000000000004,-6.062177826491069,12.124355652982143,-2.617993877991495,2.0,2.0,circle,,,,,447.26201478036637,1.624567224331346,46.296094349055224,6.645346227605416,-2030.2699538287927,215.46498133682022
-7.000000000000006,-12.124355652982137,14.000000000000002,-2.094395102393196,2.0,2.0,circle,,,,,451.3372950972718,1.6238377173559304,46.307798800272884,6.583678633875579,-1962.8803558426064,212.12660887311844
-7.623296525288703e-15,-12.124355652982143,12.124355652982143,-1.5707963267948972,2.0,2.0,circle,,,,,455.4875230981662,1.6231170313608565,46.31971906163882,6.522011818529463,-1897.377479905578,208.83610698760393
6.99999999999999,-12.124355652982146,14.0,-1.0471975511965985,2.0,2.0,circle,,,,,459.7147854935089,1.6224050637841934,46.331861271118676,6.460345786828197,-1833.7099059269542,205.5921138206248
10.499999999999995,-6.062177826491073,12.124355652982137,-0.5235987755982993,2.0,2.0,circle,,,,,464.0212471843146,1.621701713202044,46.344231790649424,6.398680545750646,-1771.8315535741215,202.393724517808
,,,,,,,,,,,468.4091549591071,1.6210068792580272,46.35683721663727,6.33701610404438,-1711.694760379034,199.23973138340494
,,,,,,,,,,,472.8808414026308,1.620320462591452,46.369684391050114,6.275352472279607,-1653.2528527209954,196.12890148187847
,,,,,,,,,,,477.43872903060804,1.6196423647639784,46.38278041316061,6.213689662904137,-1596.462519042915,193.0602634304864
,,,,,,,,,,,482.08533466594236,1.6189724881845406,46.39613265197552,6.152027690300654,-1541.2812388860066,190.0328183259744
,,,,,,,,,,,486.82327407297873,1.6183107360323008,46.409748759401474,6.0903665708460535,-1487.6660962516216,187.04538970616056
,,,,,,,,,,,491.6552668677477,1.6176570121773675,46.42363668420496,6.028706322972188,-1435.57694389735,184.09701359323438
,,,,,,,,,,,496.58414172356464,1.617011221099011,46.43780468681794,5.9670469672287325,-1384.974030138411,181.186651797663
