X (um),Y (um),R (um),Theta (rad),Air Hole Radius (um),Air Hole Radius2 (um),air_hole_shape,Fiber Radius (um),Fiber Material,Distance Between Holes (um),fiber_core_radius(um),Wavelength (nm),Effective Index (neff_real),Effective mode area(um^2),Nonlinear coefficient(1/W/km),Dispersion (ps/nm/km),GVD(ps^2/km)
7.0,0.0,7.0,0.0,2.0999999999999996,2.0999999999999996,circle,18.0,GeO2,7.0,4.9000000000000005e-06,400.2769142377824,1.6348918772731846,44.03743081825871,7.806232213059395,-3103.170861883359,263.7701533563091
3.500000000000001,6.0621778264910695,7.0,1.0471975511965976,2.0999999999999996,2.0999999999999996,circle,,,,,403.5378259627338,1.634037556942244,44.048887607921365,7.7411376123003945,-3006.2441753486664,259.7117681921334
-3.4999999999999982,6.06217782649107,6.999999999999999,2.0943951023931953,2.0999999999999996,2.0999999999999996,circle,,,,,406.85230502608283,1.6331935212424813,44.060477719914,7.67605363699039,-2911.733244571273,255.69605267232023
-7.0,8.572527594031471e-16,7.0,3.141592653589793,2.0999999999999996,2.0999999999999996,circle,,,,,410.22168229337956,1.6323596465485304,44.07220433891255,7.610980319428326,-2819.8392012213317,251.74476214786569
-3.500000000000003,-6.062177826491069,7.000000000000001,-2.094395102393196,2.0999999999999996,2.0999999999999996,circle,,,,,413.6473330849735,1.6315358112407843,44.084070754388236,7.545917692548413,-2730.490650480884,247.8563375185496
3.499999999999995,-6.062177826491073,7.0,-1.0471975511965985,2.0999999999999996,2.0999999999999996,circle,,,,,417.1306790477944,1.6307218956370202,44.09608036538471,7.480865789873099,-2643.617977457516,244.02922368687913
14.0,0.0,14.0,0.0,2.0999999999999996,2.0999999999999996,circle,,,,,420.6731901225102,1.6299177819247173,44.1082366855435,7.41582464546617,-2559.1531493878815,240.26185357863562
10.500000000000002,6.0621778264910695,12.12435565298214,0.5235987755982988,2.0999999999999996,2.0999999999999996,circle,,,,,424.27638661178224,1.6291233540938184,44.12054334840337,7.350794293884239,-2477.0312978503516,236.55280049336903
7.000000000000002,12.124355652982139,14.0,1.0471975511965976,2.0999999999999996,2.0999999999999996,circle,,,,,427.94184135572857,1.6283384978698208,44.13300411299507,7.285774770125917,-2397.1899276577155,232.90071576276273
2.541098841762901e-15,12.124355652982139,12.124355652982139,1.5707963267948963,2.0999999999999996,2.0999999999999996,circle,,,,,431.6711820211379,1.627563100647077,44.145622869731554,7.220766109581645,-2319.566741366521,229.30412268616834
-6.9999999999999964,12.12435565298214,13.999999999999998,2.0943951023931953,2.0999999999999996,2.0999999999999996,circle,,,,,435.4660935114336,1.6267970514221761,44.15840364663706,7.15576834798016,-2244.1022103338687,225.76166596421135
-10.499999999999998,6.062177826491071,12.124355652982139,2.6179938779914944,2.0999999999999996,2.0999999999999996,circle,,,,,439.3283205048832,1.6260402407272823,44.17135061591507,7.090781521335097,-2170.737596994476,222.27192232879716
-14.0,1.7145055188062942e-15,14.0,3.141592653589793,2.0999999999999996,2.0999999999999996,circle,,,,,443.25967012908797,1.6252925605632877,44.18446810089343,7.025805665889057,-2099.4183169207727,218.83374704997925
-10.500000000000004,-6.062177826491069,12.124355652982143,-2.617993877991495,2.0999999999999996,2.0999999999999996,circle,,,,,447.26201478036637,1.6245539043326485,44.197760583358146,6.96084081805719,-2030.089192408162,215.44579780112872
-7.000000000000006,-12.124355652982137,14.000000000000002,-2.094395102393196,2.0999999999999996,2.0999999999999996,circle,,,,,451.3372950972718,1.6238241667717423,44.21123271130822,6.895887014369213,-1962.698210034728,212.10692454929773
-7.623296525288703e-15,-12.124355652982143,12.124355652982143,-1.5707963267948972,2.0999999999999996,2.0999999999999996,circle,,,,,455.4875230981662,1.6231032438826065,44.224889307162066,6.830944291409435,-1897.1925653232042,208.81575424181818
6.99999999999999,-12.124355652982146,14.0,-1.0471975511965985,2.0999999999999996,2.0999999999999996,circle,,,,,459.7147854935089,1.6223910328638753,44.23873537643353,6.766012685756631,-1833.5232114181185,205.57118198261372
10.499999999999995,-6.062177826491073,12.124355652982137,-0.5235987755982993,2.0999999999999996,2.0999999999999996,circle,,,,,464.0212471843146,1.6216874320407564,44.25277611692119,6.701092233921946,-1771.6428813692185,202.37217276804586
,,,,,,,,,,,468.4091549591071,1.6209923407938511,44.267016928445855,6.636182972284775,-1711.502923860422,199.21740178508958
,,,,,,,,,,,472.8808414026308,1.6203056594866259,44.281463423158804,6.571284937028941,-1653.059829584742,196.10600273677022
,,,,,,,,,,,477.43872903060804,1.6196272893913217,44.29612143647352,6.5063981640771225,-1596.2667271321661,193.03658630846454
,,,,,,,,,,,482.08533466594236,1.6189571326130736,44.31099703867081,6.441522689022701,-1541.083073739976,190.0083854838402
,,,,,,,,,,,486.82327407297873,1.6182950920120058,44.32609654719712,6.376658547062969,-1487.4649645614886,187.02010126579214
,,,,,,,,,,,491.6552668677477,1.6176410711230318,44.34142653973359,6.3118057729297306,-1435.3736367415427,184.07094167811664
,,,,,,,,,,,496.58414172356464,1.6169949740730871,44.35699386808051,6.24696440081881,-1384.7681519777152,181.15971817017032
,,,,,,,,,,,501.61284189291723,1.6163567054954842,44.37280567290571,6.182134464319999,-1335.6117251287171,178.285651659897
,,,,,,,,,,,506.74443106829244,1.6157261704410713,44.38886939943903,6.117315996344864,-1287.8648022618718,175.44747413878565
,,,,,,,,,,,511.98209960646597,1.6151032742858276,44.40519281416711,6.05250902905464,-1241.4941580889624,172.6446446477853
,,,,,,,,,,,517.3291711428259,1.6144879226345221,44.4217840226079,5.987713593787592,-1196.4618208506342,169.87585590668093
,,,,,,,,,,,522.7891096245444,1.6138800212200022,44.438651488247125,5.922929720985894,-1152.7351585513084,167.14041666418464
,,,,,,,,,,,528.3655267938728,1.6132794757976694,44.45580405272894,5.858157440121555,-1110.2791659758723,164.4371784065199
,,,,,,,,,,,534.0621901555319,1.6126861920346298,44.473250957382525,5.793396779623489,-1069.0629910680377,161.76547493840843
,,,,,,,,,,,539.883031465129,1.6121000753929835,44.4910018662048,5.7286477668037215,-1029.0549906882054,159.12441343096947
,,,,,,,,,,,545.8321557787942,1.61152103100665,44.50906689040533,5.663910427783981,-990.2227306208583,156.5128509297442
,,,,,,,,,,,551.913851107806,1.610948963551074,44.5274566146377,5.59918478742281,-952.5381275796386,153.93019949533084
,,,,,,,,,,,558.1325987259221,1.6103837771050995,44.546182125054045,5.534470869243244,-915.9717138975741,151.37554416459503
,,,,,,,,,,,564.4930841814881,1.6098253750042104,44.565255039329315,5.469768695361457,-880.4940219009974,148.84784102668416
,,,,,,,,,,,571.0002090711882,1.6092736596842763,44.584687538822116,5.405078286416014,-846.0785504625964,146.34641783009874
,,,,,,,,,,,577.6591036376161,1.608728532514836,44.60449240304369,5.340399661498731,-812.6974140658551,143.87025017930532
,,,,,,,,,,,584.475140258709,1.6081898936208614,44.62468304663199,5.275732838087082,-780.3251004354629,141.41860260730851
,,,,,,,,,,,591.453947903589,1.6076576416918282,44.623264485229896,5.213648038304272,-748.9366905989489,138.9907358732749
,,,,,,,,,,,598.6014276365629,1.6071316737767898,44.64925873329869,5.148396445438047,-718.505881196816,136.58553269969804
,,,,,,,,,,,605.9237692590285,1.606611885064017,44.67571078540271,5.083168696578775,-689.0087421102762,134.20218535354005
,,,,,,,,,,,613.427469187933,1.6060981686436007,44.70263580978585,5.01796505074244,-660.4224309478981,131.83998101746764
